طابع زمني,Are you a student at University of Gezira?,Age,Gender,Faculty,Academic level,Causes of dental caries,Causes of bleeding during tooth brushing:,Influence of dental plaque:,Measures that prevent oral diseases:,Systemic diseases that may be related to oral diseases:,Which is more important for oral health: self-administration or dentist?:,Frequency of daily tooth brushing.,Duration of tooth brushing.,Frequency of replacing tooth brush.,Frequency of visiting dentist.,Method of tooth brushing:,Oral hygiene methods besides tooth brushing:,What oral health problem(s) do you have (you can choose more than one):
9/8/2024 15:58:52,Yes,23,Male,Medicine,Third year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Natural physiological phenomenon, Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling","Heart diseases, Diabetes mellitus, Hypertension, Cancer",Regular visit to dentist,1,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Vertical scrub,"Dental floss, Mouthwash, Sugar-free chewing gum",Tooth hypersensitivity
9/8/2024 18:09:34,Yes,24,Female,Medicine,Fourth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Don't know",Don't know,Don't know,"Diabetes mellitus, Cancer, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,Twice a year,Modified pass technique,"Dental floss, Mouthwash","Dental caries, Tooth hypersensitivity"
9/8/2024 20:32:23,Yes,20,Female,Medicine,Second year,Dynamic of oral micro-flora,Don't know,Don't know,Application of fluoride,Diabetes mellitus,Self-administration of oral hygiene,1,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Vertical scrub,None,No problem
9/9/2024 12:37:05,Yes,22,Female,Medicine,Fourth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries","Application of fluoride, Pit & fissure sealing","Diabetes mellitus, Other diseases",Regular visit to dentist,2,2 to 3 minutes,Every three months,Once a year,Irregular,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick","Dental caries, Tooth discoloration"
9/9/2024 12:44:55,Yes,22,Female,Medicine,Fourth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora","Periodontal disease, Brushing too hard, Systemic disease","Inducing dental caries, Including periodontal diseases",Application of fluoride,"Heart diseases, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Every two months,Twice a year,Fones technique,"Dental floss, Mouthwash",Tooth hypersensitivity
9/9/2024 12:55:32,Yes,20,Female,Medicine,Third year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing","Heart diseases, Diabetes mellitus, Cancer","Self-administration of oral hygiene, Regular visit to dentist",1,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Modified pass technique,Mouthwash,"Bad breath, Dental caries, Gingival bleeding, Oral ulcers, Toothache, Tooth discoloration, Tooth hypersensitivity"
9/9/2024 16:54:46,Yes,24,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Inducing dental caries,"Application of fluoride, Tooth scaling","Heart diseases, Diabetes mellitus, Hypertension",Self-administration of oral hygiene,1,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Irregular,None,Tooth hypersensitivity
9/10/2024 3:50:35,Yes,20,Female,Medicine,Fourth year,Frequent ingestion of sugar,"Periodontal disease, Brushing too hard, Systemic disease",Affecting appearance,Application of fluoride,"Heart diseases, Diabetes mellitus, Hypertension, Cancer",Regular visit to dentist,1,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Vertical scrub,None,Dental caries
9/10/2024 22:06:49,Yes,21,Female,Medicine,Third year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Systemic disease","Affecting appearance, Not a big deal",Don't know,"Heart diseases, Diabetes mellitus",Regular visit to dentist,2,One minute or less,Every three months,When I have a dental problem/oral disease,Irregular,"Mouthwash, Toothpick","Toothache, Tooth discoloration"
9/10/2024 22:09:02,Yes,20,Female,Medicine,Second year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Systemic disease, Don't know",Don't know,"Application of fluoride, Pit & fissure sealing, Tooth scaling","Hypertension, Cancer, Other diseases",Self-administration of oral hygiene,1,One minute or less,Every two months,More than 2 times a year,Modified pass technique,None,"Bad breath, Dental caries, Tooth discoloration"
9/10/2024 22:09:44,Yes,25,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing",Brushing too hard,Inducing dental caries,Tooth scaling,Diabetes mellitus,Regular visit to dentist,2,One minute or less,Every three months,When I have a dental problem/oral disease,Horizontal scrub,Sugar-free chewing gum,"Dental caries, Toothache"
9/10/2024 22:36:59,Yes,21,Female,Medicine,Second year,Toothpaste without fluoride,Brushing too hard,Affecting appearance,Application of fluoride,Cancer,Regular visit to dentist,2,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Vertical scrub,Mouthwash,"Oral ulcers, Tooth hypersensitivity"
9/10/2024 22:40:20,Yes,21,Female,Medicine,Second year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Natural physiological phenomenon, Periodontal disease, Brushing too hard",Don't know,"Application of fluoride, Pit & fissure sealing, Tooth scaling",Diabetes mellitus,"Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,Twice a year,Modified pass technique,"Mouthwash, Toothpick",Dental caries
9/11/2024 0:07:08,Yes,22,Female,Medicine,Fourth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Inducing dental caries, Including periodontal diseases","Pit & fissure sealing, Tooth scaling","Heart diseases, Diabetes mellitus, Cancer",Self-administration of oral hygiene,2,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Irregular,"Dental floss, Toothpick",Dental caries
9/11/2024 7:40:23,Yes,22,Male,Medicine,Third year,"Dynamic of oral micro-flora, Inadequate tooth brushing","Natural physiological phenomenon, Periodontal disease, Brushing too hard, Systemic disease",Don't know,Don't know,"Diabetes mellitus, Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Until it can't be used,Twice a year,Irregular,None,Oral ulcers
9/12/2024 21:50:13,Yes,19,Female,Medicine,Second year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries","Application of fluoride, Tooth scaling","Diabetes mellitus, Cancer, Other diseases",Regular visit to dentist,2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Vertical scrub,"Dental floss, Sugar-free chewing gum",Toothache
9/12/2024 21:53:01,Yes,19,Female,Dentistry,First year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Inducing dental caries",Application of fluoride,"Heart diseases, Diabetes mellitus, Cancer","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Irregular,"Dental floss, Mouthwash","Dental caries, Gingival bleeding, Toothache, Tooth hypersensitivity"
9/12/2024 21:59:01,Yes,19,Female,Medicine,First year,Inadequate tooth brushing,Natural physiological phenomenon,Don't know,Application of fluoride,Don't know,Self-administration of oral hygiene,More than 2,More than 3 minutes,Every month,More than 2 times a year,Modified pass technique,Dental floss,Toothache
9/12/2024 21:59:34,No,,,,,,,,,,,,,,,,,
9/12/2024 23:12:03,Yes,19,Female,Medicine,Second year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard",Affecting appearance,Application of fluoride,"Diabetes mellitus, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,Mouthwash,No problem
9/13/2024 4:37:41,Yes,,Female,Medicine,Second year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Don't know,"Application of fluoride, Pit & fissure sealing, Tooth scaling",Other diseases,Self-administration of oral hygiene,2,2 to 3 minutes,Every month,Twice a year,Fones technique,"Dental floss, Mouthwash, Toothpick","Dental caries, Tooth discoloration"
9/13/2024 10:02:52,Yes,19,Female,Medicine,Second year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Inducing dental caries, Including periodontal diseases",Tooth scaling,"Diabetes mellitus, Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Irregular,"Mouthwash, Sugar-free chewing gum","Bad breath, Oral ulcers, Toothache, Tooth hypersensitivity"
9/13/2024 11:51:37,Yes,20,Female,Medicine,Second year,"Toothpaste without fluoride, Inadequate tooth brushing, Don't know",Brushing too hard,Don't know,"Application of fluoride, Pit & fissure sealing","Hypertension, Cancer, Other diseases, Don't know",Regular visit to dentist,2,2 to 3 minutes,Every two months,Twice a year,Irregular,None,Gingival bleeding
9/13/2024 14:35:43,Yes,21,Female,Medicine,Third year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard",Don't know,Tooth scaling,"Diabetes mellitus, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Horizontal scrub,None,"Bad breath, Dental caries, Gingival bleeding, Tooth hypersensitivity"
9/13/2024 14:37:46,Yes,22,Female,Medicine,Third year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Don't know",Affecting appearance,Application of fluoride,"Heart diseases, Other diseases",Self-administration of oral hygiene,1,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Vertical scrub,Mouthwash,Dental caries
9/14/2024 16:35:36,Yes,21,Female,Medicine,Third year,"Frequent ingestion of sugar, Inadequate tooth brushing","Brushing too hard, Systemic disease",Don't know,Application of fluoride,"Diabetes mellitus, Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,Toothpick,No problem
9/14/2024 17:24:23,Yes,21,Female,Medicine,Third year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Including periodontal diseases",Application of fluoride,"Diabetes mellitus, Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every three months,Twice a year,Modified pass technique,"Mouthwash, Sugar-free chewing gum","Dental caries, Tooth discoloration, Tooth hypersensitivity"
9/14/2024 17:36:34,Yes,26,Female,Medicine,Third year,"Frequent ingestion of sugar, Inadequate tooth brushing",Periodontal disease,"Affecting appearance, Inducing dental caries, Including periodontal diseases","Pit & fissure sealing, Tooth scaling",Diabetes mellitus,Regular visit to dentist,2,One minute or less,Every three months,Once a year,Horizontal scrub,"Dental floss, Mouthwash, Toothpick","Bad breath, Dental caries, Tooth hypersensitivity"
9/14/2024 17:39:11,Yes,22,Female,Medicine,Third year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling","Heart diseases, Diabetes mellitus, Hypertension",Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,Twice a year,Vertical scrub,"Dental floss, Mouthwash","Bad breath, Tooth discoloration"
9/14/2024 17:43:33,Yes,18,Female,Medicine,First year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Tooth scaling",Don't know,Self-administration of oral hygiene,2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Irregular,Mouthwash,No problem
9/14/2024 17:44:14,Yes,22,Female,Medicine,Third year,"Frequent ingestion of sugar, Inadequate tooth brushing","Brushing too hard, Systemic disease",Affecting appearance,"Application of fluoride, Pit & fissure sealing","Hypertension, Other diseases",Regular visit to dentist,2,2 to 3 minutes,Every three months,More than 2 times a year,Modified pass technique,"Dental floss, Mouthwash","Dental caries, Toothache, Tooth discoloration"
9/14/2024 17:48:47,Yes,23,Female,Medicine,Third year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Inducing dental caries","Application of fluoride, Pit & fissure sealing, Tooth scaling",Heart diseases,Regular visit to dentist,2,2 to 3 minutes,Every two months,Once a year,Vertical scrub,Mouthwash,Tooth hypersensitivity
9/14/2024 17:54:51,Yes,18,Female,Medicine,First year,Frequent ingestion of sugar,Brushing too hard,Not a big deal,Don't know,Don't know,Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,Twice a year,Modified pass technique,"Dental floss, Sugar-free chewing gum","Tooth discoloration, Tooth hypersensitivity"
9/14/2024 18:00:01,Yes,23,Female,Medicine,Third year,Inadequate tooth brushing,Natural physiological phenomenon,Affecting appearance,Don't know,Diabetes mellitus,Regular visit to dentist,2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Irregular,Sugar-free chewing gum,Gingival bleeding
9/14/2024 18:16:03,Yes,19,Female,Medicine,First year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Natural physiological phenomenon, Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing","Heart diseases, Diabetes mellitus, Hypertension, Cancer","Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Vertical scrub,"Dental floss, Mouthwash, Toothpick",
9/14/2024 18:21:29,Yes,19,Female,Medicine,Second year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Don't know,"Application of fluoride, Pit & fissure sealing, Tooth scaling",Don't know,"Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Vertical scrub,Sugar-free chewing gum,Tooth discoloration
9/14/2024 18:25:05,Yes,18,Female,Medicine,Second year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Not a big deal,"Application of fluoride, Don't know",Other diseases,"Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,Twice a year,Modified pass technique,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick",Dental caries
9/14/2024 19:03:48,Yes,18,Female,Medicine,Second year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Brushing too hard, Systemic disease",Don't know,"Application of fluoride, Pit & fissure sealing","Heart diseases, Diabetes mellitus, Cancer",Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,Once a year,Vertical scrub,"Dental floss, Mouthwash, Toothpick",Oral ulcers
9/14/2024 19:20:24,Yes,21,Female,Medicine,Third year,"Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Including periodontal diseases",Don't know,Cancer,"Self-administration of oral hygiene, Regular visit to dentist",2,More than 3 minutes,Every two months,When I have a dental problem/oral disease,Modified pass technique,None,No problem
9/14/2024 19:36:07,Yes,19,Female,Medicine,Second year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling",Don't know,Regular visit to dentist,1,More than 3 minutes,Every three months,When I have a dental problem/oral disease,Irregular,Mouthwash,"Gingival bleeding, Oral ulcers, Tooth discoloration"
9/14/2024 19:50:18,Yes,24,Female,Medicine,Fourth year,Frequent ingestion of sugar,Brushing too hard,Inducing dental caries,Don't know,Don't know,Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,Once a year,Modified pass technique,Mouthwash,Dental caries
9/14/2024 21:11:51,Yes,19,Female,Medicine,First year,Inadequate tooth brushing,Brushing too hard,Inducing dental caries,Application of fluoride,Heart diseases,Self-administration of oral hygiene,More than 2,More than 3 minutes,Every month,More than 2 times a year,Modified pass technique,Mouthwash,Toothache
9/14/2024 22:20:39,Yes,21,Female,Medicine,Third year,Inadequate tooth brushing,Systemic disease,Don't know,Don't know,Don't know,Self-administration of oral hygiene,2,More than 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Modified pass technique,Sugar-free chewing gum,Dental caries
9/14/2024 22:34:37,Yes,21,Female,Medicine,Third year,Inadequate tooth brushing,Brushing too hard,Affecting appearance,Don't know,Heart diseases,Self-administration of oral hygiene,2,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Modified pass technique,Sugar-free chewing gum,Tooth hypersensitivity
9/15/2024 2:02:43,Yes,23,Female,Medicine,Third year,Don't know,Brushing too hard,Don't know,Application of fluoride,Heart diseases,Self-administration of oral hygiene,2,2 to 3 minutes,Every month,When I have a dental problem/oral disease,Vertical scrub,None,"Dental caries, Tooth discoloration, Tooth hypersensitivity"
9/15/2024 5:27:37,Yes,20,Female,Medicine,Third year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease",Don't know,Application of fluoride,"Heart diseases, Diabetes mellitus, Hypertension, Other diseases",Self-administration of oral hygiene,More than 2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Vertical scrub,None,No problem
9/15/2024 6:55:50,Yes,19,Female,Medicine,Second year,Don't know,Systemic disease,Not a big deal,Tooth scaling,Cancer,Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,Twice a year,Horizontal scrub,Sugar-free chewing gum,Toothache
9/15/2024 11:48:21,Yes,23,Female,Medicine,Third year,"Toothpaste without fluoride, Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases",Application of fluoride,"Heart diseases, Diabetes mellitus, Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every month,When I have a dental problem/oral disease,Irregular,"Dental floss, Mouthwash","Dental caries, Gingival bleeding, Oral ulcers, Toothache, Tooth hypersensitivity"
9/15/2024 12:04:04,Yes,20,Female,Medicine,Third year,"Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Including periodontal diseases","Application of fluoride, Tooth scaling",Heart diseases,Self-administration of oral hygiene,1,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Modified pass technique,None,Dental caries
9/15/2024 22:27:36,Yes,21,Female,Medicine,Third year,"Frequent ingestion of sugar, Dynamic of oral micro-flora","Periodontal disease, Brushing too hard",Don't know,"Application of fluoride, Pit & fissure sealing, Tooth scaling","Heart diseases, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",More than 2,More than 3 minutes,Every two months,More than 2 times a year,Modified pass technique,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick","Dental caries, Gingival bleeding, Toothache, Tooth hypersensitivity"
9/16/2024 6:32:06,Yes,22,Female,Medicine,Third year,Inadequate tooth brushing,"Brushing too hard, Systemic disease","Affecting appearance, Including periodontal diseases",Application of fluoride,"Diabetes mellitus, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Horizontal scrub,"Mouthwash, Toothpick","Dental caries, Tooth discoloration"
9/16/2024 16:22:02,Yes,22,Female,Medicine,Third year,"Frequent ingestion of sugar, Inadequate tooth brushing",Brushing too hard,Including periodontal diseases,Don't know,Diabetes mellitus,Regular visit to dentist,2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Horizontal scrub,None,Dental caries
9/17/2024 23:37:12,Yes,20,Female,Medicine,Third year,Inadequate tooth brushing,Brushing too hard,"Affecting appearance, Including periodontal diseases",Tooth scaling,"Heart diseases, Diabetes mellitus, Hypertension, Cancer",Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Horizontal scrub,Mouthwash,"Oral ulcers, Toothache"
9/18/2024 16:45:39,Yes,25,Female,Medicine,Fifth year,Frequent ingestion of sugar,Systemic disease,Don't know,Don't know,Cancer,Regular visit to dentist,More than 2,2 to 3 minutes,Every three months,Once a year,Vertical scrub,Mouthwash,No problem
9/20/2024 22:27:20,Yes,19,Female,Medicine,First year,Don't know,"Periodontal disease, Brushing too hard",Don't know,"Application of fluoride, Tooth scaling",Don't know,Regular visit to dentist,2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Irregular,Sugar-free chewing gum,"Toothache, Tooth discoloration"
9/21/2024 13:31:46,Yes,24,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Not a big deal",Don't know,"Diabetes mellitus, Hypertension, Cancer","Self-administration of oral hygiene, Regular visit to dentist",1,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Irregular,"Mouthwash, Sugar-free chewing gum, Toothpick",Tooth discoloration
9/21/2024 13:32:43,Yes,25,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Brushing too hard, Systemic disease","Inducing dental caries, Including periodontal diseases",Application of fluoride,Heart diseases,Self-administration of oral hygiene,2,2 to 3 minutes,Every three months,Twice a year,Vertical scrub,Sugar-free chewing gum,"Dental caries, Toothache, Tooth hypersensitivity"
9/21/2024 13:58:07,Yes,25,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Including periodontal diseases",Application of fluoride,"Heart diseases, Diabetes mellitus, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",More than 2,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Modified pass technique,"Dental floss, Mouthwash, Toothpick",No problem
9/21/2024 14:00:28,Yes,23,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling","Heart diseases, Diabetes mellitus, Cancer, Other diseases",Self-administration of oral hygiene,2,2 to 3 minutes,Every two months,Twice a year,Vertical scrub,"Dental floss, Sugar-free chewing gum",No problem
9/21/2024 14:22:02,Yes,24,Female,Medicine,Fourth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Don't know","Application of fluoride, Tooth scaling","Heart diseases, Don't know",Regular visit to dentist,2,2 to 3 minutes,Every three months,Twice a year,Vertical scrub,"Dental floss, Mouthwash, Toothpick","Bad breath, Dental caries, Tooth discoloration"
9/21/2024 14:57:33,Yes,22,Female,Medicine,Third year,Dynamic of oral micro-flora,Brushing too hard,Don't know,Tooth scaling,Diabetes mellitus,Self-administration of oral hygiene,2,2 to 3 minutes,Every month,When I have a dental problem/oral disease,Irregular,Sugar-free chewing gum,No problem
9/21/2024 15:16:55,Yes,24,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Dynamic of oral micro-flora","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries",Application of fluoride,"Diabetes mellitus, Cancer","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every two months,When I have a dental problem/oral disease,Horizontal scrub,None,"Dental caries, Toothache, Tooth hypersensitivity"
9/21/2024 18:24:40,Yes,,Female,Medicine,Fifth year,Dynamic of oral micro-flora,Brushing too hard,Inducing dental caries,Tooth scaling,"Heart diseases, Diabetes mellitus, Hypertension, Cancer",Self-administration of oral hygiene,More than 2,More than 3 minutes,Every three months,Once a year,Horizontal scrub,Mouthwash,"Dental caries, Toothache, Tooth hypersensitivity"
9/21/2024 19:33:01,Yes,18,Female,Medicine,Second year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard","Affecting appearance, Including periodontal diseases","Application of fluoride, Pit & fissure sealing, Tooth scaling","Heart diseases, Diabetes mellitus, Cancer, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,Twice a year,Vertical scrub,"Dental floss, Mouthwash, Sugar-free chewing gum, Toothpick","Gingival bleeding, "
9/21/2024 21:44:15,Yes,24,Female,Medicine,Fifth year,Dynamic of oral micro-flora,"Periodontal disease, Brushing too hard, Systemic disease",Don't know,"Application of fluoride, Pit & fissure sealing","Heart diseases, Diabetes mellitus, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Modified pass technique,None,"Dental caries, Gingival bleeding, Tooth discoloration, Tooth hypersensitivity"
9/21/2024 22:01:02,Yes,25,Female,Medicine,Fifth year,Inadequate tooth brushing,"Brushing too hard, Systemic disease",Don't know,"Application of fluoride, Don't know","Heart diseases, Cancer, Other diseases",Regular visit to dentist,2,2 to 3 minutes,Every three months,More than 2 times a year,Modified pass technique,None,"Toothache, Tooth discoloration"
9/22/2024 0:51:05,Yes,24,Female,Medicine,Fifth year,"Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard, Systemic disease","Affecting appearance, Inducing dental caries","Application of fluoride, Pit & fissure sealing, Tooth scaling",Heart diseases,"Self-administration of oral hygiene, Regular visit to dentist",2,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Horizontal scrub,None,"Dental caries, Gingival bleeding, Toothache, Tooth hypersensitivity"
9/22/2024 1:06:21,Yes,19,Female,Medicine,Second year,Toothpaste without fluoride,Brushing too hard,Affecting appearance,Application of fluoride,None of the above,Self-administration of oral hygiene,1,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Horizontal scrub,Dental floss,"Dental caries, Gingival bleeding"
9/22/2024 1:25:32,Yes,24,Female,Medicine,Fifth year,"Toothpaste without fluoride, Frequent ingestion of sugar, Inadequate tooth brushing","Periodontal disease, Brushing too hard",Affecting appearance,Pit & fissure sealing,"Diabetes mellitus, Other diseases","Self-administration of oral hygiene, Regular visit to dentist",1,2 to 3 minutes,Every three months,When I have a dental problem/oral disease,Horizontal scrub,None,"Bad breath, Oral ulcers, Toothache, Tooth discoloration"
9/22/2024 7:55:23,Yes,21,Female,Medicine,Second year,"Frequent ingestion of sugar, Inadequate tooth brushing",Periodontal disease,"Affecting appearance, Inducing dental caries, Including periodontal diseases",Application of fluoride,Diabetes mellitus,Self-administration of oral hygiene,2,2 to 3 minutes,Until it can't be used,When I have a dental problem/oral disease,Irregular,Mouthwash,No problem
9/22/2024 11:17:31,Yes,26,Female,Medicine,Fifth year,Inadequate tooth brushing,"Brushing too hard, Systemic disease",Affecting appearance,Don't know,"Heart diseases, Diabetes mellitus, Cancer",Self-administration of oral hygiene,2,More than 3 minutes,Every three months,Once a year,Vertical scrub,"Mouthwash, Sugar-free chewing gum, Toothpick","Dental caries, Toothache"
